Matematica;Comunicacion;Ingles;DesarrolloPersonal;Historia;ArteyCultura;Quimica;Biologia;Fisica;EmprendimientoI;EmprendimientoII;KuderA;KuderB;KuderC;KuderD;KuderE;KuderF;KuderG;KuderH;KuderI;KuderJ;CapsE1MR;CapsE2SR;CapsE3VR;CapsE4NA;CapsE5LU;CapsE6WK;CapsE7PSA;Career
12;8;19;16;20;12;16;16;12.5;18;20;16;15;12;13;15;14;27;7;30;15;3;3;8;5;0;0;0;MedicinaVeterinariayZootecnia
7;14;10;14;20;16;20;12;2.5;20;16;14;9;21;16;18;22;7;16;6;26;0;1;8;9;9;9;0;IngenieriadeSistemas
8;17;17;4;18;0;12;8;12.5;12;14;29;19;15;28;13;23;23;11;6;7;0;4;9;5;0;9;6;IngenieriaMecanica
9;16;17;20;20;4;12;0;0;18;20;22;8;8;28;12;14;16;20;21;14;4;0;9;9;5;3;0;IngenieriaMecanicaElectrica
16;18;17;18;20;14;20;20;7.5;18;18;17;19;22;29;16;15;8;26;20;17;0;5;0;8;0;3;9;IngenieriaBiotecnologica
14;19;20;18;20;18;8;16;10;0;16;12;9;19;15;14;21;10;17;27;19;5;0;5;9;0;6;0;TecnologiaMedica
5;17;10;16;18;20;20;20;12.5;20;16;25;26;22;20;24;24;16;15;28;15;3;0;4;9;0;0;1;Enfermeria
16;17;20;18;20;20;20;20;17.5;20;18;12;25;22;30;25;12;26;23;10;9;2;7;5;0;1;2;7;IngenieriaBiotecnologica
14;16;20;18;20;20;0;0;5;18;16;11;14;23;29;30;14;30;9;7;10;6;4;3;3;6;9;0;IngenieriaBiotecnologica
13;19;20;16;20;16;0;20;2.5;18;18;30;24;19;29;26;17;30;30;13;24;4;6;5;5;2;2;0;TecnologiaMedica
7;8;19;18;18;6;16;20;15;16;18;18;27;10;20;14;19;24;11;23;20;0;0;4;4;0;9;6;Derecho
12;17;17;18;16;16;20;20;7.5;8;16;25;13;10;18;13;23;12;8;10;10;6;3;9;0;9;5;2;IngenieriaMecanica
9;16;13;18;18;16;20;20;10;18;14;13;16;10;15;9;24;17;22;24;13;1;7;9;9;3;0;2;IngenieriadeSistemas
9;17;17;14;16;18;8;16;10;10;12;27;14;8;15;12;6;20;11;29;7;6;3;5;9;8;7;7;PublicidadyMultimedia
15;19;20;20;20;18;16;20;10;20;20;26;22;17;15;29;16;26;12;22;9;3;6;9;0;9;2;0;IngenieriaMecanica
15;17;18;16;20;20;20;20;20;18;16;15;12;6;14;17;17;20;6;13;11;6;4;2;9;3;5;0;IngenieriaBiotecnologica
6;17;19;16;20;12;4;0;10;14;18;30;10;18;12;27;24;12;8;7;19;1;3;0;9;6;1;2;Enfermeria
16;17;18;18;20;16;16;20;15;20;16;13;17;11;25;13;25;7;9;29;27;2;7;0;8;7;9;4;Enfermeria
14;17;17;20;0;20;12;20;10;20;20;7;27;11;29;29;23;9;14;21;15;6;1;9;5;3;0;0;IngenieriaIndustrial
11;17;18;16;20;18;20;20;20;20;16;6;7;20;20;24;8;9;9;29;26;1;3;3;0;3;0;3;CienciaPoliticayGobierno
12;8;20;18;20;14;0;20;17.5;18;16;10;24;10;18;12;7;27;25;23;7;0;0;6;7;1;2;0;IngenieriaComercial
15;19;20;16;18;20;16;20;12.5;18;18;10;6;18;15;9;19;19;15;15;19;0;6;0;9;1;9;3;ObstetriciayPuericultura
18;17;20;16;20;18;20;20;15;20;20;7;18;10;10;28;6;26;13;9;10;0;2;9;9;6;9;0;IngenieriaCivil
12;19;13;18;20;12;16;20;20;16;20;25;29;24;16;11;22;26;12;16;25;3;2;9;7;6;9;3;IngenieriaCivil
16;16;0;16;20;20;4;8;20;20;18;21;7;18;15;7;22;17;14;29;19;6;1;1;0;3;6;1;CienciaPoliticayGobierno
12;17;19;16;20;14;20;20;20;20;20;13;16;10;11;8;20;17;30;19;23;6;5;4;9;9;0;3;EducacionPrimaria
18;16;18;18;20;20;20;20;10;20;18;10;18;27;18;27;18;24;12;20;19;3;1;0;4;0;0;6;Derecho
18;17;17;16;20;16;17.5;16;15;16;18;22;14;25;6;18;27;14;8;18;22;6;4;5;7;6;9;4;Derecho
13;16;18;18;20;16;0;20;10;18;20;29;16;20;14;26;7;8;6;15;12;6;2;1;5;5;7;1;Derecho
6;16;16;12;20;12;0;12;0;16;10;6;10;12;23;12;18;6;9;22;18;0;4;1;7;6;2;0;IngenieriaComercial
18;19;19;18;20;20;20;20;20;20;20;9;12;26;18;30;15;17;17;25;9;1;7;5;0;0;9;9;Derecho
8;17;20;20;14;20;16;16;7.5;20;18;7;25;7;23;26;9;17;28;10;18;6;0;9;0;1;5;0;IngenieriaCivil
19;18;20;16;20;18;20;20;15;20;20;8;11;18;27;21;14;18;16;22;15;6;4;0;4;0;9;5;Derecho
14;17;10;20;20;20;20;20;0;14;18;23;22;25;7;22;7;27;27;28;7;6;0;0;7;1;9;6;AdministraciondeEmpresas
10;18;20;10;14;14;4;20;5;12;8;25;13;10;11;25;18;28;13;8;11;4;0;4;3;6;0;0;CienciaPoliticayGobierno
19;17;20;20;20;20;20;20;17.5;20;18;28;9;19;17;11;12;14;12;13;17;1;0;8;9;3;6;0;IngenieriaAgronomicayAgricola
15;17;10;20;20;20;12;12;10;20;18;8;13;27;6;23;27;14;30;8;20;0;0;9;9;0;2;5;IngenieriaElectronica
13;17;10;20;18;20;16;20;15;18;16;15;22;17;27;6;30;24;14;11;17;2;6;7;0;1;2;0;CienciaPoliticayGobierno
10;10;18;14;18;12;8;16;5;12;16;15;8;30;13;27;30;22;21;28;27;2;3;1;9;6;9;0;Psicologia
17;17;20;18;0;20;20;20;12.5;20;0;16;9;11;10;14;8;7;29;14;16;6;6;2;9;5;4;0;TecnologiaMedica
17;15;16;18;20;18;16;20;20;20;18;12;10;20;6;21;25;29;7;15;9;2;2;1;9;0;5;7;MedicinaHumana
12;19;19;12;18;10;12;20;10;14;20;11;22;8;28;11;12;23;15;20;28;1;5;0;3;9;7;0;EducacionPrimaria
11;16;7;18;16;18;12;12;7.5;18;12;24;20;13;24;9;12;23;25;18;22;6;6;9;0;3;8;6;IngenieriaCivil
11;8;17;16;20;18;12;16;5;16;10;24;21;27;24;21;25;8;12;22;14;5;4;9;9;1;0;0;IngenieriaElectronica
11;16;19;14;14;8;12;0;5;6;12;8;25;15;29;20;11;19;15;14;21;0;0;6;9;0;9;0;ObstetriciayPuericultura
10;18;17;14;20;4;16;20;5;18;16;25;30;8;13;27;25;20;17;27;26;1;0;0;2;7;2;5;CienciaPoliticayGobierno
6;16;14;20;20;18;8;16;7.5;20;16;9;13;18;30;17;12;26;6;13;7;0;0;9;7;6;7;7;IngenieriaAmbiental
8;19;19;18;20;18;16;16;0;18;20;26;13;23;17;19;9;18;11;29;25;2;1;3;0;0;9;1;Derecho
16;19;20;20;20;20;20;20;20;20;18;24;13;8;23;15;18;8;29;9;24;6;7;3;9;0;9;1;MedicinaHumana
12;17;18;18;18;14;16;16;12.5;18;20;24;10;30;10;13;28;28;25;11;23;6;0;0;1;0;2;0;AdministraciondeEmpresas
11;18;19;18;20;12;20;0;10;16;0;14;28;12;16;8;8;26;29;20;25;5;6;8;3;0;9;0;IngenieriaMecatronica
9;16;19;18;18;16;16;20;7.5;20;16;10;22;10;27;26;19;6;23;16;29;3;4;7;7;6;6;1;Enfermeria
12;18;20;18;20;18;20;20;17.5;20;10;12;29;7;13;20;21;30;9;16;12;6;0;0;2;9;7;7;TrabajoSocial
17;16;20;16;20;18;12;20;10;18;18;14;30;24;9;22;21;21;10;28;22;6;2;9;9;2;0;9;IngenieriaElectronica
3;18;20;18;8;18;12;16;2.5;16;18;6;16;30;14;14;20;28;7;22;11;0;1;1;0;6;0;3;IngenieriaComercial
11;9;9;18;18;18;16;16;7.5;20;20;30;15;21;23;28;15;28;23;21;26;3;0;2;0;0;9;0;FarmaciayBioquimica
14;18;10;18;18;4;16;0;12.5;18;16;29;7;12;16;11;24;11;14;8;26;4;5;9;9;5;6;6;IngenieriaMecanica
3;17;0;18;16;8;8;20;7.5;20;16;10;11;13;23;24;11;14;13;17;28;6;1;9;7;7;8;0;IngenieriadeIndustriaAlimentaria
13;17;0;16;20;12;12;16;12.5;18;20;12;22;12;11;27;15;7;6;7;23;1;1;0;9;0;9;0;FarmaciayBioquimica
15;18;10;20;20;18;0;16;7.5;20;20;22;16;15;29;16;22;20;20;22;14;3;2;0;1;0;6;4;Contabilidad
13;17;20;18;14;20;17.5;20;10;20;16;25;12;24;28;22;23;11;30;11;15;3;4;9;3;0;0;0;MedicinaVeterinariayZootecnia
8;15;10;12;8;8;12;16;0;12;10;25;28;12;17;29;20;20;19;10;6;4;0;0;7;5;8;0;Contabilidad
5;15;20;20;20;18;12;20;5;16;20;26;16;22;16;13;17;7;29;30;12;1;6;9;0;0;9;4;IngenieriaIndustrial
18;18;15;18;20;20;20;20;10;18;18;6;27;13;21;20;6;26;23;27;30;6;1;0;9;9;4;0;EducacionPrimaria
10;16;20;16;20;20;8;20;0;16;16;6;30;22;23;30;23;18;22;19;21;6;0;0;3;6;9;9;FarmaciayBioquimica
10;18;20;16;16;12;12;16;15;14;18;8;24;18;29;14;7;23;26;19;24;6;2;6;7;7;0;7;CienciaPoliticayGobierno
9;18;15;18;16;14;10;20;5;16;10;8;23;15;22;25;30;21;29;8;13;6;0;0;2;1;0;0;Teologia
10;15;18;18;14;12;12;16;10;16;16;12;11;15;26;15;25;25;8;25;30;0;5;3;0;8;9;6;EducacionPrimaria
9;16;20;16;20;14;16;20;0;20;16;21;7;13;9;16;30;21;18;16;11;3;1;4;9;0;9;3;Odontologia
10;16;20;20;20;18;20;20;7.5;20;20;10;30;28;11;22;20;13;9;21;20;6;1;9;6;0;9;4;IngenieriadeIndustriaAlimentaria
9;18;9;16;16;10;17.5;12;7.5;16;14;11;20;11;18;21;27;9;15;25;22;5;2;9;4;0;6;2;IngenieriadeIndustriaAlimentaria
8;17;14;18;20;8;20;16;10;16;18;11;21;17;27;26;6;13;24;24;18;4;7;4;7;0;6;7;Odontologia
15;17;20;18;20;20;16;20;17.5;20;16;19;6;14;27;22;25;7;21;12;27;6;4;2;5;1;0;0;IngenieriaComercial
13;15;16;12;18;14;12;20;5;16;20;24;24;8;16;27;10;23;27;22;15;6;0;9;5;0;9;4;IngenieriaAgronomicayAgricola
10;19;18;12;16;6;20;20;10;16;18;16;22;26;30;8;23;13;15;28;14;6;6;5;9;7;3;0;TecnologiaMedica
13;17;16;18;20;16;20;20;17.5;20;18;10;30;15;10;22;21;15;14;17;19;0;4;0;9;3;3;0;MedicinaHumana
15;16;18;20;20;18;12;20;5;20;20;11;27;9;6;20;22;8;24;9;10;2;6;4;2;6;9;1;IngenieriaComercial
9;16;20;20;20;20;20;16;15;18;18;19;10;15;12;21;11;13;6;14;11;4;6;0;7;4;7;9;Derecho
10;16;7;20;14;10;12;0;7.5;20;8;10;21;22;16;27;19;11;15;15;13;2;5;0;9;0;9;0;MedicinaHumana
16;19;20;18;20;20;20;20;20;20;20;29;15;15;9;30;15;13;30;11;25;4;7;5;9;0;8;5;Enfermeria
14;18;20;18;20;14;20;16;0;18;14;15;15;16;13;20;21;13;7;10;7;4;7;2;0;4;9;7;IngenieriaComercial
15;19;20;12;18;16;8;20;12.5;20;20;6;13;23;8;13;23;27;7;25;6;4;0;6;2;0;1;0;Derecho
15;17;10;18;20;20;16;20;2.5;20;8;23;13;29;21;6;29;28;6;6;27;4;0;3;0;8;3;0;EducacionSecundaria
18;16;17;0;18;8;16;16;15;0;12;19;9;7;18;6;15;30;29;6;16;1;7;0;5;1;0;0;AdministraciondeEmpresas
14;18;20;18;20;16;20;20;15;20;16;7;17;19;14;22;30;20;29;18;14;4;6;0;2;0;1;5;Derecho
13;18;19;18;20;20;16;20;12.5;14;18;29;28;25;10;24;6;22;22;13;19;3;2;5;6;7;7;0;MedicinaVeterinariayZootecnia
17;17;20;18;20;20;12;16;15;20;12;16;7;12;22;15;18;26;15;8;8;6;1;1;2;2;0;5;Derecho
13;19;20;20;20;12;12;16;10;20;20;28;28;22;10;30;26;29;23;13;13;5;2;9;4;6;9;3;IngenieriaMecanica
12;16;10;12;20;18;0;20;12.5;20;18;17;24;17;29;29;15;22;25;27;9;3;6;0;9;0;0;0;Odontologia
18;19;20;18;20;18;16;20;17.5;18;18;19;16;12;10;12;26;20;23;16;24;6;6;9;9;6;6;0;IngenieriaAgronomicayAgricola
12;16;9;20;14;18;0;16;10;18;10;9;11;15;17;21;23;23;25;11;20;2;0;0;9;2;0;0;Odontologia
14;17;20;18;20;20;20;20;2.5;20;20;9;28;9;13;14;23;13;26;11;26;4;3;9;4;1;4;0;IngenieriaIndustrial
10;19;20;12;20;16;16;16;10;18;18;25;17;10;22;29;21;6;25;23;28;6;7;9;2;1;6;2;IngenieriaAgronomicayAgricola
8;18;20;18;18;20;20;20;0;20;20;19;9;21;9;9;29;16;6;27;30;2;0;7;9;4;0;0;Enfermeria
11;18;15;16;18;10;8;20;10;18;18;21;26;9;26;20;6;25;24;24;26;6;4;9;9;0;6;3;IngenieriaAgronomicayAgricola
14;17;20;18;20;20;16;20;17.5;20;20;20;17;16;19;11;30;29;11;27;15;6;5;9;7;3;9;0;IngenieriaMecanicaElectrica
7;16;20;0;20;14;4;20;0;6;18;20;23;28;14;12;22;12;25;16;16;2;1;9;2;0;6;9;IngenieriaAmbiental
10;17;19;18;20;18;8;16;7.5;16;18;11;23;30;21;24;14;27;10;19;21;0;2;2;9;7;6;2;IngenieriaBiotecnologica
13;16;20;18;20;20;16;20;10;20;18;27;26;27;27;23;24;12;27;6;29;6;4;8;9;0;0;0;IngenieriadeIndustriaAlimentaria
5;17;5;12;16;20;5;20;7.5;12;10;25;10;7;14;16;21;9;16;9;21;5;2;2;5;1;9;3;AdministraciondeEmpresas
10;7;20;20;20;20;0;20;12.5;20;20;15;30;11;20;28;18;25;25;12;27;0;0;5;5;6;9;1;Derecho
18;19;20;20;20;16;20;20;15;20;20;27;21;14;18;18;9;15;28;12;11;6;3;0;5;6;9;5;Derecho
8;17;20;18;20;18;16;20;5;20;16;15;16;15;16;9;29;12;20;29;20;5;0;0;0;3;9;2;CienciaPoliticayGobierno
7;18;19;18;20;18;16;20;10;18;16;8;19;8;12;29;12;12;27;25;7;6;1;9;0;0;9;7;IngenieriadeIndustriaAlimentaria
10;16;13;16;18;16;20;12;10;20;8;12;7;9;12;7;21;9;6;15;15;4;6;9;9;0;0;5;Arquitectura
11;18;19;16;16;10;12;20;15;18;16;9;18;16;18;6;7;15;16;28;18;4;2;4;5;4;0;9;AdministraciondeEmpresas
12;17;19;18;20;16;12;16;5;20;8;30;10;24;30;19;19;9;29;18;6;1;2;0;7;0;0;0;Derecho
14;16;20;20;20;16;12;20;20;18;18;8;11;16;8;23;24;7;28;19;8;1;0;9;8;1;1;0;IngenieriaCivil
8;17;16;16;20;14;7.5;16;10;18;18;8;22;10;22;24;18;30;14;10;21;6;0;4;9;4;3;5;FarmaciayBioquimica
13;16;19;18;20;16;12;0;0;18;14;20;20;8;7;6;26;10;8;10;23;2;7;4;9;5;9;0;Odontologia
16;16;20;12;20;20;16;16;17.5;18;16;9;15;13;21;17;9;30;6;28;17;6;2;9;8;0;9;0;IngenieriaAgronomicayAgricola
13;17;20;16;20;14;16;20;7.5;16;16;17;12;20;16;6;27;10;6;19;9;6;2;9;9;0;0;0;IngenieriaAmbiental
17;18;20;20;20;20;8;16;7.5;20;20;23;29;15;12;26;18;8;26;27;21;0;0;0;0;3;9;3;CienciaPoliticayGobierno
18;20;20;20;20;18;16;20;15;20;20;11;24;27;25;10;9;29;15;21;27;6;3;3;0;2;6;0;CienciaPoliticayGobierno
18;7;20;16;18;20;0;16;15;18;16;30;30;24;21;14;15;6;15;10;23;4;6;5;4;6;0;3;IngenieriaIndustrial
17;18;20;20;20;14;20;20;12.5;20;20;13;17;27;15;28;10;15;27;25;9;0;0;0;0;8;7;4;EducacionInicial
17;15;18;20;20;20;16;20;12.5;20;20;6;13;21;25;27;16;17;21;26;20;6;0;9;0;0;7;0;IngenieriaMecatronica
11;17;20;20;20;20;20;20;15;20;20;13;13;9;20;29;15;13;16;11;27;6;3;0;7;3;6;0;IngenieriaComercial
17;18;19;18;20;20;20;20;5;20;20;30;12;13;22;14;8;8;9;11;7;1;7;9;5;3;2;0;IngenieriaIndustrial
13;16;19;16;18;16;20;20;0;16;16;19;29;14;28;11;12;26;30;7;10;4;7;9;0;6;0;5;IngenieriaMecanicaElectrica
13;16;20;14;16;18;0;20;15;16;18;11;27;13;21;14;29;7;15;12;19;4;3;8;2;5;9;2;IngenieriaMecatronica
9;15;20;20;18;20;12;20;10;18;20;9;29;9;23;12;7;29;15;20;18;0;2;9;9;0;0;0;IngenieriadeSistemas
14;16;20;16;20;18;20;20;15;18;18;25;9;20;17;8;9;17;26;16;17;0;6;4;1;7;5;6;IngenieriaComercial
11;17;10;18;20;8;12;12;10;18;18;18;12;12;17;24;14;29;7;17;23;6;0;9;6;1;9;5;IngenieriaMecatronica
19;19;10;20;20;20;20;20;0;20;20;18;11;20;28;17;17;18;7;20;12;1;2;9;9;0;9;4;IngenieriadeMinas
8;19;16;18;18;16;20;16;5;14;16;22;9;29;14;17;30;26;7;9;11;3;2;1;0;2;2;4;AdministraciondeEmpresas
0;17;20;18;20;14;16;20;5;18;16;9;11;28;25;23;20;30;15;8;24;2;7;9;7;0;1;0;IngenieriaAgronomicayAgricola
17;18;20;18;20;16;20;20;0;20;18;25;7;30;21;22;24;23;21;8;25;4;0;2;0;7;9;5;AdministraciondeEmpresas
12;17;20;20;20;20;20;20;17.5;20;20;18;22;8;16;26;27;15;11;25;30;6;6;4;0;9;9;2;Teologia
8;17;10;18;12;18;8;12;7.5;18;18;15;20;23;22;9;13;20;20;30;13;4;5;2;9;1;4;7;Enfermeria
8;17;7;14;20;16;8;16;10;18;14;22;25;16;11;15;11;8;11;15;22;1;4;2;1;1;9;4;AdministraciondeEmpresas
16;17;20;18;20;20;16;20;7.5;18;20;27;27;16;28;9;29;19;25;22;15;2;0;9;6;7;0;3;MedicinaVeterinariayZootecnia
5;17;20;16;20;20;15;20;12.5;20;20;6;24;6;15;16;28;16;7;18;9;5;0;5;7;9;0;5;Teologia
7;7;19;14;20;14;8;20;12.5;16;18;27;30;21;19;13;16;16;27;15;11;0;1;3;0;7;9;0;IngenieriadeMinas
18;17;20;10;20;18;0;12;20;14;18;20;17;24;12;29;29;15;6;25;7;6;0;7;9;6;9;0;Enfermeria
10;16;20;20;0;18;8;0;12.5;18;12;10;14;20;19;16;16;15;29;10;29;3;2;6;4;1;5;0;Contabilidad
9;17;20;16;20;16;12;12;17.5;16;16;27;20;26;28;25;20;17;15;25;30;1;7;9;0;6;1;4;Arquitectura
15;14;20;18;20;20;12;16;10;16;18;13;16;26;16;30;10;25;7;22;25;6;3;9;9;0;1;5;IngenieriadeIndustriaAlimentaria
9;16;9;18;20;20;12;20;5;20;16;20;15;21;15;6;23;11;30;25;29;6;3;9;7;6;4;0;IngenieriaMecatronica
17;18;19;18;20;18;20;20;10;20;0;19;9;22;19;22;11;27;30;28;25;6;1;0;4;1;5;6;CienciaPoliticayGobierno
9;17;17;18;18;8;16;0;10;20;18;19;15;27;7;22;19;26;14;15;11;0;0;0;0;0;9;0;IngenieriaComercial
14;9;20;18;18;10;16;20;15;20;20;29;21;18;14;8;10;10;30;23;6;3;4;6;0;0;2;7;Contabilidad
7;17;16;18;20;14;20;20;15;20;10;14;18;16;24;14;10;14;17;6;27;4;7;9;9;1;5;5;IngenieriaAgronomicayAgricola
6;16;17;18;20;12;8;20;12.5;20;18;20;17;11;8;22;12;29;18;9;23;4;0;3;9;7;9;7;ObstetriciayPuericultura
17;18;20;16;20;20;16;20;15;20;20;25;22;27;21;28;26;8;29;30;10;0;6;9;5;9;2;6;IngenieriaElectronica
16;18;20;16;20;12;15;20;15;16;18;17;7;15;11;10;24;26;16;8;13;1;5;9;0;0;0;0;MedicinaVeterinariayZootecnia
11;16;15;6;16;8;0;12;0;10;20;17;16;18;10;25;21;15;7;26;27;0;0;9;0;3;0;3;IngenieriaCivil
3;16;5;18;20;10;20;16;7.5;18;12;19;13;14;13;20;14;14;30;14;20;4;7;7;2;0;0;0;CienciaPoliticayGobierno
11;17;10;14;20;12;16;16;20;16;20;8;28;12;26;23;29;27;17;27;14;0;0;9;9;0;4;9;IngenieriaElectronica
9;18;9;20;20;20;16;20;15;20;20;16;16;14;21;12;8;17;18;9;6;6;0;0;8;0;8;9;Odontologia
12;18;7;16;18;20;0;16;10;6;18;6;10;20;11;10;30;18;16;25;25;4;4;0;0;0;5;1;Derecho
13;17;20;18;20;20;16;20;10;20;14;22;29;28;12;7;13;22;29;9;30;6;2;3;9;1;9;4;IngenieriadeIndustriaAlimentaria
5;16;9;18;18;18;16;20;10;20;20;17;14;28;24;25;24;14;29;26;10;2;0;9;4;4;9;2;IngenieriaMecanicaElectrica
4;16;17;14;18;12;8;0;5;14;14;27;15;11;24;19;17;28;24;18;20;6;5;9;7;4;9;0;IngenieriaMecatronica
12;16;20;14;18;4;0;20;10;20;16;19;21;15;10;25;15;11;13;18;11;5;2;7;7;0;9;6;IngenieriaComercial
17;18;20;16;20;18;20;16;15;20;18;23;23;18;28;23;6;22;23;6;16;3;0;8;9;0;3;0;MedicinaVeterinariayZootecnia
16;18;20;16;20;6;15;20;7.5;0;18;23;30;20;18;8;17;25;15;19;18;6;2;0;9;3;9;4;FarmaciayBioquimica
6;18;20;18;20;16;20;16;20;20;18;7;17;25;27;16;10;27;27;19;17;0;0;0;5;8;9;0;EducacionSecundaria
16;18;20;18;20;18;16;20;17.5;18;20;14;23;12;20;27;9;30;8;27;15;0;1;5;7;0;6;2;Contabilidad
19;19;20;18;20;20;16;20;20;20;20;18;17;10;18;20;24;17;27;6;20;1;1;9;9;3;4;1;IngenieriaMecanicaElectrica
4;16;18;20;20;16;0;16;10;20;14;11;22;12;14;26;8;18;12;25;11;3;2;9;0;9;0;7;IngenieriaMecanica
8;18;20;16;18;18;20;20;7.5;18;20;18;18;11;7;25;7;28;15;21;6;4;1;9;4;0;6;3;IngenieriadeIndustriaAlimentaria
3;8;20;12;20;8;15;20;12.5;20;14;12;26;12;9;29;13;25;7;24;17;6;0;9;9;7;7;4;IngenieriadeSistemas
8;15;14;16;18;14;12;12;15;20;6;6;14;10;10;19;23;19;14;29;25;5;7;9;0;0;9;2;MedicinaVeterinariayZootecnia
18;16;20;18;18;20;20;20;17.5;18;20;7;10;25;21;24;14;26;16;20;23;6;2;9;1;0;2;0;IngenieriaElectronica
16;18;20;20;20;20;12;20;7.5;20;20;22;21;25;6;15;25;6;9;6;28;0;5;9;7;9;9;0;IngenieriaIndustrial
16;16;20;18;20;18;16;0;20;18;20;6;16;27;15;22;15;20;8;19;11;6;6;5;0;6;5;6;Contabilidad
13;17;20;16;20;20;12;20;0;18;20;15;15;11;29;18;29;21;20;15;16;4;5;5;0;9;3;8;EducacionSecundaria
16;16;17;16;16;18;20;16;15;16;12;8;22;27;21;7;24;20;25;8;20;4;4;4;8;7;0;5;Enfermeria
13;15;20;14;20;14;0;20;0;20;16;24;7;11;6;30;25;24;15;16;23;2;5;4;5;0;4;5;EducacionPrimaria
6;9;18;18;20;18;16;16;5;20;18;24;23;29;10;27;12;9;24;26;28;4;3;0;9;3;9;0;IngenieriadeMinas
5;17;19;0;20;16;12.5;20;7.5;18;18;23;29;26;19;9;24;29;6;26;25;0;5;8;2;2;0;5;IngenieriaAgronomicayAgricola
12;17;18;16;20;16;12;20;17.5;18;14;16;27;8;26;8;26;19;16;29;8;1;4;6;0;4;9;7;Derecho
11;15;19;16;20;14;16;20;10;10;18;24;6;30;25;28;24;12;23;26;24;6;2;5;9;5;3;0;IngenieriaBiotecnologica
18;17;19;18;20;10;16;20;20;18;18;15;9;11;27;12;13;12;28;28;7;2;4;9;9;0;0;3;IngenieriaMecatronica
13;9;10;16;20;18;16;20;5;18;20;7;23;30;26;14;6;23;20;22;7;4;0;1;5;8;1;9;Teologia
11;17;19;20;20;16;0;20;10;20;14;10;30;23;18;11;24;21;26;14;29;4;3;0;4;9;9;4;Teologia
11;16;15;12;20;20;16;16;2.5;14;20;13;12;29;18;18;8;22;7;15;17;0;0;5;1;9;3;1;TrabajoSocial
19;18;20;18;20;18;16;20;12.5;20;20;23;6;26;24;16;27;9;18;10;19;0;1;5;7;0;6;0;Derecho
7;17;16;18;20;16;4;20;7.5;20;12;19;19;20;8;30;13;21;11;12;6;6;3;9;9;2;0;1;IngenieriaMecanicaElectrica
4;17;13;18;20;16;16;12;10;20;18;25;25;12;14;21;25;11;16;26;7;6;4;3;1;4;1;0;Derecho
12;17;17;18;18;20;0;16;0;20;16;10;15;11;26;26;28;26;28;27;16;3;3;9;2;0;4;0;IngenieriaMecanica
15;17;20;18;20;20;16;20;10;20;20;25;14;22;8;17;14;8;30;20;24;0;0;9;9;4;5;5;IngenieriaMecanicaElectrica
6;17;19;12;20;10;17.5;20;0;18;20;6;20;13;13;9;11;26;27;25;26;6;3;0;7;0;8;0;CienciaPoliticayGobierno
14;17;19;18;20;20;12;20;0;20;20;24;16;22;6;28;6;26;11;25;30;0;0;2;2;7;0;2;IngenieriaComercial
2;17;15;12;14;6;0;16;10;20;8;10;19;6;29;25;9;23;9;13;25;0;2;0;8;0;0;9;IngenieriaBiotecnologica
16;16;19;18;18;16;12;20;7.5;18;16;29;6;17;17;19;28;13;20;24;6;2;1;0;9;5;9;0;IngenieriaBiotecnologica
11;18;13;20;20;18;12;0;10;18;20;26;16;25;25;29;30;22;15;29;27;4;1;1;8;1;0;0;TurismoyHoteleria
17;17;20;20;20;18;20;20;20;20;20;17;6;19;6;26;28;8;28;18;20;6;1;5;0;6;9;7;AdministraciondeEmpresas
12;17;19;16;20;20;12.5;16;20;20;20;10;13;27;7;22;19;10;25;19;23;6;5;9;4;9;2;0;MedicinaVeterinariayZootecnia
8;16;20;16;20;18;16;20;17.5;18;20;18;11;7;13;23;13;15;18;29;18;1;3;4;7;0;2;0;Derecho
19;17;20;18;18;20;20;20;17.5;20;18;16;22;9;11;18;8;12;8;12;7;4;1;2;5;7;3;4;Contabilidad
17;18;20;20;18;16;17.5;20;10;20;16;30;26;7;6;9;20;17;20;8;27;2;5;9;0;0;7;0;IngenieriaIndustrial
13;17;17;18;18;16;20;20;0;18;16;14;8;8;6;30;29;12;19;10;25;4;0;0;2;0;0;6;AdministraciondeEmpresas
0;17;17;20;20;18;20;20;17.5;18;18;24;16;27;27;14;13;11;29;8;22;1;0;0;5;8;9;0;Teologia
9;17;18;20;20;18;0;20;10;20;16;6;27;24;7;8;9;21;19;11;23;6;7;3;7;4;0;4;CienciaPoliticayGobierno
9;17;20;20;20;20;8;20;15;18;18;6;16;8;17;24;8;6;30;9;12;5;5;0;7;3;7;9;IngenieriaComercial
16;15;20;18;20;20;15;0;12.5;20;18;21;17;9;20;7;6;26;12;26;25;0;1;9;0;7;2;3;IngenieriaMecatronica
8;17;20;20;20;18;12;20;7.5;20;16;27;6;6;22;30;19;13;12;12;6;4;1;9;0;1;9;0;IngenieriaMecanicaElectrica
10;17;20;16;16;14;20;12;5;16;14;13;22;19;8;23;6;25;13;27;21;6;0;7;0;2;3;0;IngenieriaComercial
16;17;18;20;18;20;16;20;17.5;20;18;6;7;9;14;8;23;26;17;8;25;3;2;6;9;0;0;0;IngenieriaBiotecnologica
2;17;18;12;18;16;4;16;2.5;12;8;30;15;15;20;24;6;20;19;15;6;3;5;6;3;3;9;0;Derecho
18;20;20;20;18;20;16;20;10;20;20;9;28;8;7;7;30;6;14;24;8;3;5;9;3;0;0;1;MedicinaVeterinariayZootecnia
