MatematicaI;MatematicaII;ComunicacionI;ComunicacionII;InglesI;InglesII;DesarrolloPersonal;Historia;ArteyCultura;Quimica;Biologia;Fisica;EmprendimientoI;EmprendimientoII;KuderA1;KuderA2;KuderA3;KuderA4;KuderA5;KuderA6;KuderB1;KuderB2;KuderB3;KuderB4;KuderB5;KuderB6;KuderC1;KuderC2;KuderC3;KuderC4;KuderC5;KuderC6;KuderD1;KuderD2;KuderD3;KuderD4;KuderD5;KuderD6;KuderE1;KuderE2;KuderE3;KuderE4;KuderE5;KuderE6;KuderF1;KuderF2;KuderF3;KuderF4;KuderF5;KuderF6;KuderG1;KuderG2;KuderG3;KuderG4;KuderG5;KuderG6;KuderH1;KuderH2;KuderH3;KuderH4;KuderH5;KuderH6;KuderI1;KuderI2;KuderI3;KuderI4;KuderI5;KuderI6;KuderJ1;KuderJ2;KuderJ3;KuderJ4;KuderJ5;KuderJ6;CapsE1MR;CapsE2SR;CapsE3VR;CapsE4NA;CapsE5LU;CapsE6WK;CapsE7PSA;CapsP1MR;CapsP2SR;CapsP3VR;CapsP4NA;CapsP5LU;CapsP6WK;CapsP7PSA;Career
14;10;16;15;20;15;18;20;12;7.5;20;15;16;14;3;4;1;2;3;5;4;4;5;4;1;2;5;3;2;4;1;5;4;2;4;4;5;1;5;1;5;3;2;4;2;3;5;3;4;4;1;5;4;1;4;2;1;2;2;4;5;4;2;3;3;5;5;5;3;4;2;1;4;5;7;8;6;3;6;1;5;60;88;53;37;73;0;64;Obstetricia y Puericultura
20;20;19;17;20;20;18;20;20;0;20;20;20;20;2;2;3;1;3;1;3;1;2;4;3;5;2;1;5;4;3;1;4;4;2;4;4;4;2;4;5;2;1;3;3;4;5;3;2;5;2;2;3;5;3;5;5;4;2;4;2;4;4;1;4;5;2;3;2;5;2;2;2;1;2;1;9;1;7;9;1;25;5;82;8;76;78;3;Ingenieria Electronica
16;18;17;18;19;0;16;18;16;15;16;10;18;16;4;2;4;4;3;3;1;2;3;1;2;4;1;3;2;2;3;5;4;3;3;3;4;5;2;4;3;1;4;2;4;3;1;2;4;3;4;2;2;5;2;2;1;4;4;4;1;4;4;5;3;4;4;1;4;4;4;5;4;3;7;9;1;1;1;1;3;60;94;14;16;23;10;52;Turismo y Hoteleria
12;6;16;18;17;19;16;20;8;7.5;20;5;16;8;3;5;3;3;5;2;1;5;2;1;3;1;3;1;5;3;2;1;1;5;1;1;3;5;5;5;2;4;3;3;4;4;5;4;5;5;3;3;5;2;4;5;4;1;4;3;3;2;2;4;2;5;1;2;1;1;2;2;2;2;9;3;8;6;4;7;5;80;44;67;58;56;60;62;Tecnologia Medica
16;14;13;0;19;20;18;18;14;12;20;15;14;20;1;1;1;2;2;5;4;3;3;2;2;1;3;2;4;5;2;1;5;4;3;5;5;4;1;2;5;3;3;4;2;5;2;4;1;1;4;2;2;2;5;3;4;1;5;2;4;5;4;3;4;1;1;3;5;3;4;1;3;3;9;6;1;9;1;9;1;80;72;7;95;20;96;29;Ingenieria de Industria Alimentaria
14;6;15;18;17;19;18;20;20;16;20;15;18;20;3;2;3;5;3;5;5;1;2;5;3;1;5;3;2;1;1;5;2;5;3;4;2;4;2;1;1;4;4;4;3;2;4;1;2;5;5;4;5;1;3;3;5;4;2;5;3;1;3;4;3;4;4;4;2;3;3;1;1;4;1;7;9;9;5;9;3;0;77;75;75;63;89;52;Contabilidad
18;14;19;17;19;20;18;18;16;8;16;12.5;14;20;4;3;1;3;1;1;2;5;1;4;5;3;4;1;2;1;1;2;5;5;2;1;3;2;2;1;4;5;5;4;3;3;3;2;2;2;1;4;4;3;3;2;3;3;1;3;4;2;1;1;1;2;4;4;4;5;2;1;2;3;9;1;9;8;7;7;1;70;11;71;70;83;66;31;Ingenieria Biotecnologica
4;14;17;17;20;20;12;20;12;0;16;10;20;14;2;4;4;4;3;2;2;5;1;2;2;5;2;1;5;5;3;2;4;1;3;1;3;2;2;5;4;4;1;4;3;4;4;5;4;1;1;3;1;4;3;2;1;1;4;5;3;5;1;1;2;5;2;4;1;2;1;2;2;3;9;4;1;6;1;5;1;85;55;14;54;3;51;7;Ciencia Politica y Gobierno
8;6;17;18;18;19;20;18;20;8;20;15;20;8;2;1;5;2;2;2;3;1;4;1;5;3;5;3;4;2;5;3;5;4;2;1;4;3;5;4;1;3;3;1;2;4;3;5;4;2;1;5;2;4;1;3;3;3;1;4;3;1;5;4;2;1;4;3;1;4;1;3;4;3;9;1;9;9;3;2;1;70;5;100;83;50;30;28;Trabajo Social
10;12;18;19;20;20;20;18;0;16;20;15;20;20;4;3;1;4;1;2;3;5;5;5;1;2;2;1;3;3;5;3;3;1;3;1;5;3;5;2;3;4;3;4;2;4;1;3;3;3;3;4;1;4;5;4;2;2;3;2;1;1;2;5;3;3;3;1;5;4;1;1;5;1;9;1;3;5;1;1;3;90;11;32;45;20;3;49;Tecnologia Medica
20;18;18;16;20;20;18;20;16;12.5;0;12.5;20;18;2;2;4;4;2;3;1;4;1;1;2;4;3;3;2;5;1;3;4;3;3;1;3;3;4;5;2;1;3;3;5;4;1;5;4;5;3;3;1;3;4;1;3;4;4;2;4;2;3;3;5;4;5;5;4;4;2;4;4;2;5;7;1;4;2;1;2;40;77;21;41;43;7;44;Turismo y Hoteleria
12;12;16;17;14;8;14;20;10;17.5;16;15;18;16;4;5;4;1;4;2;4;5;2;1;3;3;5;5;2;3;5;2;3;4;4;4;1;1;2;5;4;3;5;3;1;3;4;5;1;5;3;5;5;4;5;1;5;2;2;5;1;2;2;1;1;3;2;4;4;4;2;5;2;5;9;4;6;1;1;5;5;75;50;57;8;16;48;64;Comunicacion Social
14;18;18;0;20;0;20;18;20;20;20;10;20;20;5;4;2;3;3;4;1;2;1;5;2;5;1;1;1;2;1;2;2;4;1;3;5;1;1;1;1;3;3;3;1;2;1;1;1;5;5;3;1;2;1;2;5;1;5;3;3;1;3;3;2;5;5;5;4;1;2;1;5;1;8;1;9;2;1;4;1;65;0;71;29;26;41;5;Comunicacion Social
18;0;16;18;20;20;18;20;16;7.5;16;7.5;20;18;4;4;5;3;4;5;3;3;5;4;1;1;4;1;2;5;3;3;2;2;4;4;4;5;1;4;2;1;1;5;2;3;4;4;2;2;4;1;4;2;1;2;3;5;2;3;4;5;1;4;2;4;4;1;4;2;5;5;2;5;9;2;9;8;1;7;1;100;33;78;70;6;62;37;Ingenieria Mecatronica
16;10;18;18;18;20;14;18;14;16;20;5;20;20;5;4;2;1;4;4;1;2;2;2;2;5;3;1;5;2;1;4;3;1;2;1;2;2;3;2;2;1;5;1;2;4;5;4;4;1;4;1;2;3;2;2;4;2;2;1;2;1;3;2;2;3;1;4;1;3;2;5;5;1;1;3;9;1;7;8;1;0;38;92;12;83;73;10;Publicidad y Multimedia
10;18;15;17;20;20;20;20;16;16;20;12.5;20;20;2;3;2;4;4;5;4;1;1;5;4;2;2;1;1;5;2;4;5;1;1;1;4;2;5;3;5;1;2;2;5;2;2;1;4;5;5;2;3;5;4;4;1;5;4;4;5;1;3;4;3;4;5;4;1;5;3;1;5;1;9;1;1;1;4;1;7;90;11;14;20;60;8;82;Administracion de Empresas
16;12;18;19;20;20;18;16;20;20;20;10;18;20;5;2;5;5;1;2;1;1;2;4;4;4;3;5;3;4;4;5;3;4;3;1;3;5;1;1;4;2;2;2;3;1;2;5;2;5;4;5;2;3;4;4;2;4;1;2;2;1;3;4;2;4;1;5;5;1;4;4;5;3;5;9;1;1;1;8;1;45;100;21;25;20;73;14;Comunicacion Social
14;14;12;16;20;18;18;20;18;16;20;15;18;20;1;5;1;1;5;4;1;2;1;3;4;3;2;3;3;4;5;1;2;1;3;4;1;2;3;5;2;3;5;1;3;1;1;5;3;3;4;3;3;4;2;3;2;5;5;3;2;5;4;2;5;5;4;5;2;3;1;4;4;3;9;1;7;6;5;9;1;100;22;64;58;66;82;2;Farmacia y Bioquimica
12;8;18;17;13;13;16;14;20;7.5;0;15;16;14;4;2;2;1;5;2;5;5;5;4;3;4;1;5;4;4;5;4;5;4;4;1;1;1;5;3;3;2;4;2;4;5;3;1;3;1;4;1;3;3;5;2;1;3;3;1;5;5;2;3;2;2;3;2;5;2;4;3;5;5;5;5;9;1;5;6;4;45;61;82;12;63;57;57;Medicina Humana
14;18;19;15;19;20;16;20;20;20;20;20;20;18;4;4;5;2;2;3;5;3;1;4;4;4;2;3;5;5;2;2;1;4;2;4;4;1;4;5;4;1;4;4;2;3;5;1;2;1;4;3;1;4;3;3;3;3;5;3;1;1;1;4;5;5;1;3;4;5;3;5;1;4;5;1;9;9;8;2;8;40;22;75;87;90;26;91;Farmacia y Bioquimica
20;16;15;0;19;0;18;20;20;12;16;2.5;20;14;5;5;3;5;2;3;5;1;1;2;3;3;5;4;5;1;1;1;5;4;4;2;3;4;4;3;3;3;3;3;4;3;3;2;2;4;3;3;1;2;5;4;4;1;5;2;4;1;2;3;1;4;5;2;4;1;2;2;1;5;1;1;5;2;1;1;1;5;0;46;29;33;7;34;Derecho
4;8;16;14;19;18;14;20;16;15;20;7.5;18;16;4;4;2;5;4;2;5;5;3;4;5;4;1;2;1;5;2;3;3;2;3;2;3;4;1;3;1;4;4;2;1;4;1;1;2;3;3;2;5;5;2;5;5;2;1;2;4;5;5;4;4;3;4;3;4;4;5;5;2;2;6;4;9;8;1;4;1;50;50;100;70;30;41;33;Ingenieria Mecatronica
12;10;17;16;20;20;10;20;18;20;20;5;18;20;4;4;3;1;2;1;3;3;2;2;4;5;3;2;2;5;5;1;4;3;3;2;4;5;3;4;4;5;1;3;2;3;2;5;5;5;5;1;4;1;2;1;2;3;2;5;3;2;1;5;5;5;2;3;3;3;2;2;1;2;9;4;5;7;9;5;5;85;55;46;62;93;48;64;Ingenieria de Minas
14;0;15;17;16;20;20;20;20;16;16;15;18;20;3;5;4;4;4;5;4;1;2;2;4;1;3;5;3;1;2;1;5;5;5;2;3;1;1;1;5;3;4;5;4;3;5;1;1;1;3;2;1;3;2;2;2;2;3;5;3;2;4;4;2;3;2;4;3;2;5;4;1;2;6;3;1;5;4;2;7;50;38;7;45;53;26;83;Turismo y Hoteleria
18;0;16;17;17;20;18;20;16;12;20;15;20;20;2;2;4;1;5;3;5;5;3;5;5;2;3;3;5;2;5;2;4;4;3;1;4;1;4;4;3;3;2;5;5;2;1;1;5;5;2;4;3;4;5;4;5;5;5;4;2;5;1;3;4;1;5;1;2;3;5;2;2;3;6;1;9;5;7;9;7;50;22;85;45;80;96;84;Ingenieria Comercial
18;16;18;16;19;0;16;20;20;17.5;16;20;20;18;1;5;4;2;3;4;2;1;3;2;5;5;1;5;5;5;1;5;4;2;3;1;2;5;1;5;5;2;1;2;1;5;1;5;4;2;5;4;2;2;5;2;4;5;4;3;4;5;1;2;1;5;1;2;2;4;4;2;2;5;9;2;8;9;9;9;7;70;33;67;79;93;78;80;Derecho
20;16;15;18;19;19;16;20;18;12;20;7.5;20;14;4;1;1;4;3;3;1;5;2;4;4;4;2;4;3;5;2;2;1;5;5;5;1;5;2;5;4;5;4;5;1;1;2;1;2;1;1;3;1;5;5;1;4;4;4;4;5;2;1;1;1;2;3;1;5;2;1;5;2;1;7;1;8;9;1;2;1;60;11;67;75;33;28;15;Ingenieria Biotecnologica
16;14;16;16;19;0;20;20;18;12;20;0;20;14;3;3;4;3;2;5;4;3;2;2;1;1;5;2;5;4;4;1;3;1;4;4;4;3;4;1;4;1;4;3;5;4;3;4;3;1;4;2;1;5;5;3;5;4;3;4;5;1;3;4;3;5;1;2;4;3;2;3;2;3;8;6;2;3;5;9;1;65;66;28;37;63;75;10;Odontologia
16;8;17;17;20;20;18;18;20;20;0;10;18;16;1;3;2;3;3;5;5;4;4;1;5;5;3;4;2;2;1;3;5;5;2;2;4;2;3;3;3;4;2;4;3;2;1;2;5;3;3;4;2;1;1;5;3;5;4;4;2;1;1;4;3;2;4;3;3;3;2;1;2;5;9;1;4;9;1;5;6;70;0;42;100;13;50;75;Ingenieria Industrial
16;8;17;17;20;0;16;18;14;16;20;20;12;18;5;3;5;2;1;1;2;4;4;3;5;3;2;3;2;5;4;5;4;2;2;1;2;1;4;1;5;5;1;5;3;1;1;2;1;3;5;5;5;4;4;1;4;1;3;4;4;2;5;3;5;2;1;2;1;3;5;2;4;2;5;1;5;9;1;9;3;45;16;46;83;30;85;48;Derecho
20;16;19;16;20;18;18;18;16;20;20;17.5;18;18;5;5;2;4;3;3;1;3;5;5;3;2;3;4;1;4;2;2;4;2;3;3;2;1;5;4;3;3;4;2;4;3;1;1;2;2;1;1;3;3;2;3;1;5;2;5;3;5;3;2;2;3;1;2;5;4;3;4;2;1;9;8;1;8;1;2;6;100;83;25;66;0;28;75;Educacion Inicial
14;12;17;16;20;0;18;18;18;16;16;7.5;16;18;5;2;2;1;4;3;4;4;5;4;2;2;3;2;2;4;2;3;3;3;1;2;2;2;1;5;1;2;3;1;3;4;5;4;5;1;3;1;4;4;4;3;5;1;1;2;4;5;5;2;3;1;5;3;3;2;5;3;4;4;9;1;5;1;1;8;1;100;27;50;25;6;67;22;Ciencia Politica y Gobierno
12;8;17;18;17;20;16;20;18;16;16;12.5;20;16;1;3;4;5;5;1;3;5;2;4;5;4;1;4;2;1;1;4;3;4;5;1;3;1;2;2;4;1;4;4;3;1;1;5;4;1;1;4;4;1;5;1;2;4;5;1;2;4;3;4;5;5;4;3;5;2;5;4;3;4;4;6;9;5;5;3;1;35;66;78;50;63;32;26;Publicidad y Multimedia
0;14;17;16;20;20;16;20;18;10;20;15;0;14;3;1;5;3;1;2;1;2;3;1;4;5;2;1;1;4;1;3;3;2;1;4;3;2;2;4;3;5;1;5;2;2;5;4;3;1;4;3;2;4;2;4;3;3;3;5;5;2;5;2;3;2;5;3;3;4;2;1;3;3;5;9;3;2;1;7;3;40;100;32;29;33;60;54;Derecho
14;10;17;16;0;0;18;14;6;4;16;7.5;16;12;3;3;5;5;4;1;3;3;4;3;2;3;5;4;1;2;5;5;5;3;1;2;1;4;5;1;5;4;5;4;2;5;2;1;3;3;1;1;2;1;1;4;4;4;5;2;4;4;4;4;5;2;4;2;4;4;3;5;1;5;9;6;5;5;7;4;2;85;66;46;45;80;42;42;Administracion de Empresas
16;8;17;17;15;19;18;20;20;12.5;20;10;20;20;1;4;5;2;4;5;4;5;2;2;2;4;4;4;4;1;1;2;4;4;2;2;1;3;3;2;3;2;4;5;3;4;5;3;4;1;2;1;2;4;4;4;3;3;1;1;2;2;1;5;4;3;2;5;1;1;2;4;3;5;9;6;3;8;4;4;1;75;66;35;66;56;39;31;Ciencia Politica y Gobierno
0;8;16;16;19;0;16;18;18;16;20;7.5;18;14;3;2;4;3;4;3;5;5;5;5;1;3;5;5;3;5;3;3;5;5;4;4;3;1;5;2;4;1;1;3;5;3;1;4;2;5;1;3;4;5;3;1;1;2;5;5;3;1;4;4;1;5;4;1;1;2;5;1;2;1;1;2;1;1;3;1;9;15;33;17;0;50;3;95;Medicina Humana
10;8;17;16;16;0;18;20;18;16;16;7.5;18;18;4;4;3;1;1;5;4;5;1;3;1;5;5;2;1;3;1;1;2;5;4;4;5;4;1;3;1;2;4;1;4;3;4;4;5;5;1;4;4;3;2;3;1;2;1;2;3;3;2;5;3;3;3;2;5;2;1;3;2;1;9;5;5;9;1;9;1;95;61;46;79;20;91;12;Educacion Primaria
12;12;18;19;18;20;18;20;14;12;20;0;20;18;5;4;5;5;2;1;2;5;4;4;4;4;1;3;2;4;4;4;5;4;2;1;3;2;3;4;1;5;4;3;1;1;1;2;5;1;2;4;3;5;4;2;1;4;2;5;2;1;3;3;2;2;2;1;1;3;4;4;5;1;9;4;1;8;1;4;9;100;50;10;70;33;42;95;Trabajo Social
16;14;17;16;20;15;18;20;10;20;20;15;18;20;2;2;3;4;3;5;1;2;5;2;4;1;4;3;3;3;5;3;2;3;3;4;2;4;2;5;5;2;5;2;4;1;5;4;4;3;2;2;2;1;2;3;4;5;5;4;5;3;3;3;4;4;1;5;4;1;4;1;5;2;1;9;9;1;8;3;7;5;100;71;4;90;32;85;Publicidad y Multimedia
16;14;16;15;17;20;16;20;18;12.5;0;15;0;18;3;3;3;5;1;2;5;3;3;5;2;1;5;4;1;3;2;2;2;3;3;2;2;3;3;3;3;1;1;3;3;4;3;1;3;2;1;2;2;3;5;2;1;4;5;1;3;4;3;3;3;4;2;2;2;2;3;4;3;4;7;8;9;9;1;7;1;60;83;92;87;3;62;5;Ingenieria Mecatronica
18;0;17;16;16;0;16;20;16;8;8;17.5;20;18;1;5;4;2;4;3;2;4;1;2;5;1;1;1;5;5;3;5;4;4;4;2;1;4;5;5;5;1;3;5;2;5;2;1;1;3;1;4;4;1;4;2;3;1;1;1;1;2;4;1;2;4;3;3;3;4;3;3;1;3;1;3;2;1;7;1;9;15;38;28;8;76;16;96;Comunicacion Social
18;14;17;0;19;19;20;20;20;16;0;17.5;20;20;2;4;5;2;2;3;4;4;1;3;3;1;2;1;4;4;2;1;4;1;5;5;1;1;3;4;1;2;5;1;3;2;2;1;5;5;4;5;4;4;1;2;3;3;2;2;4;2;4;2;3;3;4;4;4;2;4;3;2;1;4;5;1;6;1;9;5;35;61;21;54;20;100;70;Enfermeria
12;16;16;19;20;15;16;20;18;7.5;20;10;0;20;2;1;5;5;1;4;2;3;4;3;5;4;4;3;3;4;3;1;4;5;1;5;3;1;3;5;1;4;5;2;4;5;3;2;4;3;4;4;4;1;2;1;4;4;2;5;4;1;5;3;4;1;5;1;2;5;5;3;4;1;3;1;1;1;9;9;1;30;22;7;0;96;92;11;Ciencia Politica y Gobierno
18;0;17;17;14;0;14;20;12;12;16;5;16;18;4;1;3;2;2;1;1;2;4;3;3;3;4;5;3;5;5;3;4;3;1;2;1;4;3;4;1;5;5;3;5;5;4;1;4;1;3;1;5;5;2;3;2;4;5;2;4;5;4;2;3;4;2;3;4;1;1;2;4;1;9;1;7;5;7;1;2;75;22;60;45;76;12;44;Publicidad y Multimedia
16;8;19;0;20;0;18;20;18;10;16;5;18;20;3;4;4;5;3;2;2;2;5;5;1;3;4;3;5;1;2;5;2;5;4;3;2;3;5;3;2;3;4;5;1;4;2;3;2;5;1;4;5;2;2;1;2;3;4;4;2;3;4;2;2;3;1;5;1;4;2;3;4;1;9;4;1;8;2;7;8;85;55;0;66;43;60;94;Administracion de Empresas
18;18;17;18;20;20;18;20;20;20;20;20;20;20;2;1;5;5;1;3;4;1;4;4;2;5;1;4;4;5;3;2;5;1;3;4;4;5;1;5;4;2;1;5;2;3;3;4;1;3;4;5;2;1;2;5;4;1;1;2;4;1;2;3;5;2;1;4;5;4;1;1;1;3;1;1;1;8;7;3;4;0;16;21;66;83;35;56;Trabajo Social
4;0;17;18;16;20;16;20;20;12;20;5;20;20;1;2;4;2;2;1;2;1;4;2;5;5;3;4;5;2;4;2;3;3;5;2;1;5;2;4;1;2;5;2;3;2;2;3;1;2;1;4;1;4;1;1;2;4;1;5;1;3;4;3;2;4;3;2;5;2;3;2;3;5;8;2;9;6;6;9;1;65;33;71;54;73;75;27;Ingenieria de Industria Alimentaria
8;10;17;17;8;4;16;18;16;7.5;20;15;20;12;5;5;1;2;5;1;1;5;1;3;2;4;5;1;1;1;3;4;1;2;1;5;3;4;5;5;5;3;1;4;2;4;2;5;4;2;5;5;2;2;2;1;4;2;5;1;3;4;1;2;4;2;3;5;4;1;4;4;4;3;9;3;9;7;9;6;8;85;44;82;62;100;55;92;Ingenieria Mecatronica
4;12;15;16;20;17;18;20;18;15;12;15;20;18;4;3;4;2;4;3;5;4;5;5;1;3;4;1;3;4;2;1;4;1;4;5;5;4;4;5;2;4;2;1;5;3;3;2;2;4;4;1;4;1;4;3;4;2;2;1;1;3;4;2;3;1;3;5;2;5;4;1;1;2;9;6;4;1;9;3;2;70;66;39;25;96;32;39;Ingenieria de Industria Alimentaria
0;10;17;16;20;19;16;20;18;20;20;15;20;20;5;2;2;2;5;1;1;2;5;4;4;4;2;2;3;2;5;3;2;2;5;5;3;4;1;3;5;4;3;3;3;2;4;4;1;4;1;4;5;5;2;5;3;4;3;4;1;4;4;4;3;4;3;3;1;5;2;4;3;4;7;2;6;8;6;9;1;60;33;53;66;70;87;24;Enfermeria
20;18;18;18;19;20;16;20;18;20;20;10;20;18;2;5;3;4;1;4;5;1;2;1;3;3;3;1;5;5;1;4;1;5;3;3;3;2;4;4;4;3;1;4;3;4;2;2;5;4;3;3;3;1;5;3;5;1;5;3;3;5;3;2;1;3;3;5;2;2;1;3;2;3;7;1;9;9;7;9;7;55;27;89;91;76;78;81;Derecho
16;6;17;0;19;20;20;20;20;12.5;0;15;16;18;3;5;2;5;3;2;5;5;2;2;2;4;5;3;3;2;3;1;2;5;4;4;4;3;3;2;1;2;3;5;3;4;1;4;4;3;4;2;5;3;5;3;5;4;5;2;5;3;3;3;4;2;1;4;3;2;5;3;1;4;2;5;9;3;1;3;5;25;61;85;37;26;35;62;Publicidad y Multimedia
12;0;17;16;18;0;18;20;16;16;12;7.5;20;10;3;2;1;2;5;2;3;4;2;5;3;3;4;4;3;5;1;4;5;5;4;5;2;2;4;1;5;4;5;3;2;3;4;5;4;5;4;2;2;3;2;1;2;5;4;5;3;1;4;4;4;5;5;2;1;1;4;2;5;4;9;8;6;1;8;1;1;85;83;57;12;90;8;22;Ingenieria Mecatronica
18;20;18;16;20;20;18;20;18;20;20;12.5;16;20;5;3;4;1;1;4;4;5;1;1;4;2;4;4;2;1;2;2;5;5;4;5;1;3;3;5;5;5;2;3;3;4;2;4;2;1;5;1;4;3;4;1;5;1;2;2;3;4;5;3;3;4;4;4;2;5;5;1;5;5;5;5;9;4;2;1;8;40;61;92;41;40;8;92;Medicina Humana
20;0;17;0;17;15;20;20;20;12.5;20;17.5;18;18;4;4;3;5;5;1;4;1;3;4;3;3;5;5;3;3;4;3;1;2;3;5;2;2;2;2;2;5;3;4;1;2;5;5;2;2;3;2;5;4;1;2;5;3;3;4;3;1;3;3;3;3;4;5;3;3;2;5;1;2;9;7;5;8;1;2;8;100;77;50;66;30;28;92;Medicina Humana
10;0;16;18;20;20;12;20;8;4;20;7.5;14;6;2;3;4;2;1;1;3;5;4;1;3;1;4;3;2;5;3;4;3;4;3;1;3;5;3;3;5;5;5;2;5;4;4;4;3;5;3;5;1;2;1;5;3;1;4;2;1;4;5;1;3;2;2;2;5;4;5;3;4;2;4;6;5;1;3;9;3;35;72;50;8;46;82;47;Turismo y Hoteleria
8;10;16;17;18;18;16;18;16;12;0;12.5;16;12;2;2;2;1;3;3;3;1;4;2;2;4;2;5;2;1;5;1;4;3;2;1;4;3;3;1;2;3;1;2;5;1;3;4;2;2;5;3;3;3;1;3;3;4;3;4;3;1;3;1;3;5;3;3;3;1;3;4;2;3;9;3;9;9;9;3;1;100;44;82;83;100;37;30;Trabajo Social
20;12;17;17;20;20;18;20;20;20;20;17.5;20;16;2;5;1;3;1;4;1;2;2;4;3;2;2;2;1;3;5;5;1;4;3;3;4;3;4;3;3;3;4;2;3;3;4;4;5;4;5;2;4;4;2;2;3;3;5;3;2;3;2;3;5;5;5;4;3;3;1;5;3;5;1;3;9;8;7;1;1;15;44;71;70;76;7;15;Publicidad y Multimedia
18;16;18;0;20;20;18;20;20;16;0;15;20;20;3;4;3;4;2;3;4;2;4;3;4;1;3;1;3;1;5;3;5;2;4;1;2;4;1;2;1;5;3;5;5;1;2;1;1;3;3;3;3;1;2;5;1;3;1;2;5;3;1;1;5;4;2;5;4;5;1;5;2;2;9;1;6;1;6;2;7;85;22;57;4;73;26;82;Ingenieria Civil
12;16;15;17;20;20;14;20;16;20;16;10;14;14;2;4;4;1;4;3;4;2;1;5;4;4;4;5;2;5;1;3;1;4;2;3;3;3;4;2;2;4;1;4;2;5;5;5;5;3;2;3;4;4;4;1;2;4;1;3;4;4;3;1;2;2;2;3;4;3;2;5;5;4;5;9;9;6;5;2;9;45;94;96;58;63;30;95;Educacion Secundaria
10;16;16;15;20;20;18;20;20;16;20;15;20;18;5;5;3;4;1;5;4;1;1;1;5;3;3;3;3;2;5;2;1;3;4;1;5;4;2;3;5;5;3;2;5;4;4;3;1;2;4;4;2;1;1;3;3;2;5;2;2;2;3;1;4;4;4;5;4;3;3;5;1;3;9;1;1;1;3;3;7;70;22;7;4;50;35;77;Farmacia y Bioquimica
16;12;17;0;13;0;16;20;12;16;16;17.5;20;18;1;3;1;1;1;1;3;3;5;2;3;3;1;3;3;5;5;1;2;1;2;2;4;5;4;3;2;5;5;4;5;3;1;1;5;5;5;3;3;1;1;1;4;4;3;1;1;5;3;1;4;3;4;1;3;2;1;1;3;5;2;6;9;1;2;9;8;25;72;92;0;36;89;90;Ingenieria Biotecnologica
10;18;15;17;20;20;20;20;20;20;20;10;20;18;4;1;2;5;3;1;2;2;2;2;2;1;3;2;4;1;2;3;5;5;5;5;4;4;4;3;3;2;2;4;5;1;2;2;3;4;4;3;2;3;5;4;5;1;4;3;4;3;5;3;3;3;3;2;4;2;4;4;3;3;9;3;9;9;7;2;1;85;44;71;100;76;30;10;Trabajo Social
16;0;16;19;0;18;16;16;20;20;20;12.5;18;20;4;5;4;1;1;4;3;3;1;2;3;4;5;1;4;2;5;5;1;4;4;3;5;3;2;2;5;2;4;4;5;3;2;5;1;4;5;3;2;1;2;2;1;2;4;3;4;2;3;1;3;1;2;3;2;3;3;1;1;2;2;4;2;9;8;9;1;20;55;28;95;90;89;36;Medicina Humana
18;14;16;16;20;18;20;20;20;12.5;20;20;20;20;4;2;2;2;4;5;2;2;4;2;4;4;4;3;4;3;3;2;5;5;1;1;4;2;3;2;3;4;3;2;3;1;1;3;3;1;1;4;4;5;1;3;5;4;3;2;1;4;3;2;3;3;4;5;5;1;1;2;4;2;1;3;9;1;7;1;1;15;44;92;12;76;10;2;Ingenieria Comercial
20;14;18;18;20;20;20;20;20;17.5;20;20;20;20;3;1;3;4;2;4;5;2;3;5;4;4;1;4;1;4;3;4;1;4;4;2;2;3;1;3;4;4;4;4;4;4;4;5;5;5;1;3;4;4;5;1;4;5;2;4;5;5;3;2;2;1;4;4;3;3;3;5;5;2;2;3;6;9;1;1;5;25;44;53;100;3;12;67;Ingenieria de Minas
14;6;15;19;20;19;20;16;14;12.5;16;15;18;20;3;5;1;2;4;2;3;3;2;1;5;1;3;1;5;4;1;3;1;2;1;4;1;4;3;2;4;2;3;2;2;3;2;5;1;3;1;5;3;3;1;5;1;3;5;2;3;1;1;2;1;5;5;4;3;2;3;5;1;2;7;5;9;9;5;7;4;55;61;75;79;63;60;58;Ingenieria Comercial
10;10;17;19;20;20;18;20;18;20;16;15;18;18;3;3;4;5;2;2;1;1;4;3;2;3;1;3;4;3;3;2;3;2;5;2;4;2;3;4;5;1;2;3;2;3;1;3;2;1;1;1;4;3;5;1;3;2;3;3;3;2;5;5;1;4;4;4;4;2;5;2;4;2;9;1;4;4;8;8;7;100;16;42;41;86;67;77;Enfermeria
18;16;18;17;20;20;18;20;20;20;20;15;20;20;3;1;4;2;3;1;3;1;4;2;4;2;2;5;3;1;2;1;3;2;5;4;4;3;3;2;5;2;1;5;3;5;3;1;5;5;1;1;4;5;2;1;5;5;4;4;1;5;1;2;3;3;1;2;3;4;1;1;1;4;9;8;3;9;5;2;1;90;83;35;83;63;26;10;Ingenieria Electronica
14;8;19;16;20;20;18;20;20;12.5;20;20;20;18;5;2;3;2;3;5;2;5;3;5;3;5;5;5;2;2;5;3;3;3;4;4;3;4;3;1;4;5;5;5;1;1;4;1;2;4;4;5;2;3;3;3;2;2;2;5;3;5;3;4;5;1;3;4;4;4;1;3;4;2;9;7;2;9;2;5;4;85;77;28;75;43;51;60;Farmacia y Bioquimica
